,city,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
283,pokrovskoye,47.4157,38.8971,277.35,58,6,7.8,RU,1647933540
284,mbandaka,0.0487,18.2603,297.91,81,100,2.36,CD,1647933540
285,cururupu,-1.8283,-44.8683,296.53,97,100,0.57,BR,1647933540
286,poitiers,46.5833,0.3333,280.38,53,0,4.12,FR,1647933541
287,dieppe,49.75,1.1667,283.89,87,10,3.59,FR,1647933541
288,san cristobal,7.7669,-72.225,291.91,85,36,0.42,VE,1647933541
289,dubti,11.7361,41.0853,305.02,35,55,3.38,ET,1647933541
290,bakchar,57.0186,82.0711,267.91,88,100,3.95,RU,1647933542
291,estacion coahuila,32.1939,-115.0017,291.31,15,24,3.2,MX,1647933542
292,saint-augustin,51.226,-58.6502,272.2,94,100,7.84,CA,1647933542
293,yumen,40.2833,97.2,287.86,13,13,8.5,CN,1647933542
294,keffi,8.8486,7.8736,300.56,56,100,2.12,NG,1647933542
295,tautira,-17.7333,-149.15,300.63,74,17,6.24,PF,1647933543
296,yelbarga,15.6333,76.0167,306.78,28,8,1.56,IN,1647933543
297,okha,53.5739,142.9478,267.66,70,100,6.89,RU,1647933543
298,kerema,-7.9631,145.7785,302.38,72,100,2.9,PG,1647933543
299,fort nelson,58.8053,-122.7002,263.92,86,20,1.54,CA,1647933544
300,ahipara,-35.1667,173.1667,292.57,90,1,3.66,NZ,1647933544
301,kamenka,51.3223,42.7678,270.31,83,16,1.16,RU,1647933544
302,lasa,46.6166,10.7002,275.38,63,1,0.82,IT,1647933544
303,moerai,-22.4333,-151.3333,300.35,74,99,4.14,PF,1647933545
304,cozumel,20.5083,-86.9458,298.12,85,3,5.82,MX,1647933545
305,krasnoye,49.9145,24.6134,279.99,63,0,1.54,UA,1647933545
306,knysna,-34.0363,23.0471,296.91,73,67,0.58,ZA,1647933546
307,fare,-16.7,-151.0167,300.74,73,8,6.6,PF,1647933546
308,alyangula,-13.8483,136.4192,303.93,64,100,5.89,AU,1647933546
309,koumac,-20.5667,164.2833,299.3,77,72,5.31,NC,1647933546
310,catabola,-12.15,17.2833,290.1,94,100,1.93,AO,1647933547
311,ventspils,57.3894,21.5606,274.11,86,0,1.03,LV,1647933547
312,ilulissat,69.2167,-51.1,256.16,42,92,3.09,GL,1647933547
313,havelock,34.8791,-76.9013,286.44,67,5,2.66,US,1647933547
314,puerto del rosario,28.5004,-13.8627,288.01,72,20,3.09,ES,1647933547
315,broome,42.2506,-75.833,276.31,62,0,4.12,US,1647933548
316,cayenne,4.9333,-52.3333,298.76,1,100,3.58,GF,1647933548
317,ibotirama,-12.1853,-43.2206,295.44,65,78,0.84,BR,1647933548
318,ambon,-3.6954,128.1814,303.23,66,40,4.12,ID,1647933339
319,bonthe,7.5264,-12.505,297.2,82,21,1.84,SL,1647933549
320,iranshahr,27.2025,60.6848,304.34,13,0,0,IR,1647933549
321,marzuq,14.4,46.4667,301.94,25,15,2.46,YE,1647933549
322,college,64.8569,-147.8028,256.33,55,0,5.66,US,1647933549
323,chapais,49.7834,-74.8492,260.03,90,100,5.57,CA,1647933550
324,san patricio,28.017,-97.5169,296.98,90,98,5.17,US,1647933550
325,santa engracia,41.9406,-1.3245,283.23,76,100,9.17,ES,1647933550
326,souillac,-20.5167,57.5167,300.36,89,40,1.03,MU,1647933550
327,muli,2.9167,73.5667,301.55,68,3,6.77,MV,1647933551
328,vilyuysk,63.7553,121.6247,267.04,86,100,1.74,RU,1647933551
329,dhidhdhoo,6.8833,73.1,301.19,68,7,5.82,MV,1647933414
330,havre-saint-pierre,50.2334,-63.5986,271.15,80,100,8.23,CA,1647933552
331,flin flon,54.7682,-101.865,272.29,99,100,1.3,CA,1647933552
332,chengde,40.9725,117.9361,279.1,33,100,1.35,CN,1647933552
333,fairbanks,64.8378,-147.7164,256.34,55,0,5.66,US,1647933552
334,calama,-22.4667,-68.9333,281.42,42,0,6.17,CL,1647933553
335,kaduqli,11.0167,29.7167,305.63,5,0,3.79,SD,1647933553
336,kampong chhnang,12.1667,104.55,307.31,44,87,4.77,KH,1647933553
337,anadyr,64.75,177.4833,270.43,86,20,14.75,RU,1647933553
338,fez,34.0372,-4.9998,283.29,93,40,2.06,MA,1647933553
339,road town,18.4167,-64.6167,297.04,73,0,7.25,VG,1647933554
340,caravelas,-17.7125,-39.2481,296.5,91,33,3.28,BR,1647933554
341,oros,-6.2444,-38.9136,295.26,97,98,0.71,BR,1647933554
342,nautla,20.2167,-96.7833,297.3,77,7,8.18,MX,1647933554
343,garowe,8.4054,48.4845,300.75,38,2,1.59,SO,1647933554
344,klaksvik,62.2266,-6.589,280.66,86,100,8.92,FO,1647933555
345,taltal,-25.4,-70.4833,290.84,82,24,2.04,CL,1647933555
346,tilichiki,60.4667,166.1,269.64,95,100,2.58,RU,1647933555
347,longyearbyen,78.2186,15.6401,266.06,79,40,1.03,SJ,1647933555
348,half moon bay,37.4636,-122.4286,289.02,75,0,0,US,1647933556
349,agadir,30.4202,-9.5982,285.4,82,100,0.39,MA,1647933556
350,pulivendla,14.4167,78.2333,309.95,27,31,3.06,IN,1647933556
351,mahon,39.8885,4.2658,285.46,66,40,7.72,ES,1647933556
352,arlit,18.7369,7.3853,298.36,13,2,4.63,NE,1647933557
353,bennettsville,34.6174,-79.6848,284.51,79,100,2.44,US,1647933557
354,labuhan,-6.8844,112.2051,301.63,75,100,4.83,ID,1647933558
355,lebu,-37.6167,-73.65,285.04,86,16,6.34,CL,1647933558
356,shubarkuduk,49.1447,56.4872,267.82,86,6,3.47,KZ,1647933558
357,kalat,29.0225,66.5916,293.1,13,0,5.03,PK,1647933558
358,topeka,39.0483,-95.678,283.36,96,100,4.12,US,1647933558
359,ozinki,51.1786,49.6769,268.47,90,7,4.71,RU,1647933559
360,limbang,4.75,115,302.21,82,98,1.66,MY,1647933559
361,severnyy,50.677,36.5532,278.17,56,0,1,RU,1647933559
362,pochutla,15.7432,-96.4661,297.49,71,0,2,MX,1647933559
363,wanaka,-44.7,169.15,288.85,80,30,0.66,NZ,1647933560
364,ust-omchug,61.15,149.6333,264.14,93,100,3.12,RU,1647933560
365,meybod,32.2501,54.0166,297.16,15,0,2.45,IR,1647933560
366,ardakan,32.31,54.0175,297.27,16,0,3.18,IR,1647933560
367,usakos,-22,15.6,297.6,58,94,6.22,NA,1647933561
368,hornepayne,49.2138,-84.7705,260.3,99,73,2.18,CA,1647933561
369,nyimba,-14.5566,30.8149,295.26,68,26,3.32,ZM,1647933561
370,beyneu,45.3167,55.2,274.79,97,100,4.75,KZ,1647933561
371,srednekolymsk,67.45,153.6833,266.72,95,100,3.25,RU,1647933561
372,abu samrah,35.3029,37.1841,280,56,93,2.17,SY,1647933562
373,nampula,-15.1165,39.2666,298.12,73,20,6.69,MZ,1647933562
374,usinsk,65.9939,57.5281,272.72,85,95,11.21,RU,1647933562
375,moron,-34.6534,-58.6198,291.46,95,99,4.7,AR,1647933562
376,margate,51.3813,1.3862,282.98,86,15,0.45,GB,1647933563
377,londoko,49.0333,131.9833,273.05,75,83,4.47,RU,1647933563
378,mafinga,-7.25,35.0667,296.19,74,22,1.85,TZ,1647933563
379,cockburn town,21.4612,-71.1419,298.36,72,39,8.1,TC,1647933563
380,ola,59.5833,151.2833,269.9,95,100,6.69,RU,1647933564
381,bilma,18.6853,12.9164,293.41,24,2,9.96,NE,1647933564
382,ust-tarka,55.5672,75.705,268.53,89,100,3.47,RU,1647933564
383,vostok,46.4856,135.8833,270.35,79,99,5.61,RU,1647933564
384,le vauclin,14.5452,-60.8388,295.18,94,0,1.03,MQ,1647933565
385,meulaboh,4.1363,96.1285,302.93,65,100,2.8,ID,1647933565
386,mineros,-17.1167,-63.2333,294.23,81,3,1.73,BO,1647933565
387,melito di porto salvo,37.9222,15.7714,285.23,50,0,1.54,IT,1647933565
388,port shepstone,-30.7414,30.455,297.35,63,0,6.78,ZA,1647933565
389,winton,37.3894,-120.6133,287.45,71,0,2.57,US,1647933566
390,rio grande,-32.035,-52.0986,292.01,74,63,10.43,BR,1647933566
391,liverpool,53.4106,-2.9779,283.45,81,0,2.24,GB,1647933566
392,mayo,38.8876,-76.5119,286.24,76,0,0,US,1647933566
393,opuwo,-18.0607,13.84,293.69,83,100,5.52,NA,1647933566
394,werda,-25.2667,23.2833,295.07,50,5,5.77,BW,1647933567
395,santiago del estero,-27.7951,-64.2615,295.58,50,93,1.78,AR,1647933568
396,paita,-5.0892,-81.1144,295.83,75,100,6.02,PE,1647933568
397,san carlos de bariloche,-41.1456,-71.3082,283.01,66,20,11.83,AR,1647933568
398,little current,45.9793,-81.9248,272.18,84,12,3.14,CA,1647933568
399,puerto madero,14.7208,-92.4215,298.26,88,75,0,MX,1647933569
400,alofi,-19.0595,-169.9187,299.09,94,100,1.54,NU,1647933569
401,deputatskiy,69.3,139.9,260.14,95,100,1.92,RU,1647933570
402,batagay,67.6333,134.6333,257.4,88,100,1.57,RU,1647933570
403,hualmay,-11.0964,-77.6139,293.8,87,72,3.1,PE,1647933570
404,longkou,37.6508,120.3286,280.02,51,46,4.42,CN,1647933570
405,pemba,-12.974,40.5178,301.54,65,20,5.66,MZ,1647933570
406,halifax,44.6453,-63.5724,274.15,72,15,3.13,CA,1647933571
407,belaya gora,68.5333,146.4167,261.3,94,100,2.12,RU,1647933571
408,ronne,55.1009,14.7066,278.1,70,2,2.57,DK,1647933307
409,constantine,36.365,6.6147,282.82,93,100,1.03,DZ,1647933571
410,vredendal,-31.6683,18.5012,300.13,45,0,1.47,ZA,1647933572
411,atar,20.5169,-13.0499,292.57,27,0,4.08,MR,1647933572
412,satipo,-11.2522,-74.6386,292.49,97,97,0.77,PE,1647933572
413,anchorage,61.2181,-149.9003,272.64,66,0,7.2,US,1647933572
414,bakel,14.905,-12.4568,300.03,14,74,3.27,SN,1647933572
415,general roca,-39.0333,-67.5833,288.5,56,0,5.81,AR,1647933573
416,iracoubo,5.4802,-53.2011,297.95,87,100,4.69,GF,1647933573
417,botro,7.8525,-5.3106,296.71,90,88,1.97,CI,1647933573
418,port moresby,-9.4431,147.1797,303.83,70,75,6.17,PG,1647933307
419,mildura,-34.2,142.15,300.13,32,100,9.77,AU,1647933574
420,oyama,36.3,139.8,278.48,95,100,2.37,JP,1647933574
421,terrace,54.5163,-128.6035,279.1,100,100,2.57,CA,1647933575
422,camacha,33.0833,-16.3333,285.83,94,75,3.09,PT,1647933575
423,hambantota,6.1241,81.1185,304.96,61,37,7.09,LK,1647933335
424,tingi,-11.3,35.0333,290.35,97,100,1.15,TZ,1647933576
425,batemans bay,-35.7167,150.1833,297.65,81,100,3.07,AU,1647933551
426,aitape,-3.1374,142.3475,302.08,72,100,2.95,PG,1647933576
427,yulara,-25.2406,130.9889,311.06,10,65,4.12,AU,1647933577
428,benghazi,32.1167,20.0667,283.11,70,79,3.33,LY,1647933577
429,alta floresta,-9.8756,-56.0861,294.02,97,26,0.68,BR,1647933577
430,el carrizo,24.0261,-106.8814,289.05,53,0,2.37,MX,1647933578
431,shenjiamen,29.9576,122.298,281.85,76,100,7.48,CN,1647933578
432,marsh harbour,26.5412,-77.0636,295.01,63,4,8.19,BS,1647933578
433,borba,-4.3878,-59.5939,295.6,99,100,1,BR,1647933578
434,san carlos del zulia,9,-71.9135,296.15,81,14,1.81,VE,1647933578
435,ratnagiri,16.9833,73.3,303.5,55,7,5.46,IN,1647933541
436,bjornevatn,69.6672,29.9847,273.94,64,0,10.29,NO,1647933579
437,kano,12.0001,8.5167,301.68,13,100,1.75,NG,1647933579
438,grand gaube,-20.0064,57.6608,303.92,76,64,4.02,MU,1647933579
439,smithers,54.7804,-127.1743,279.33,81,100,4.12,CA,1647933580
440,darnah,32.767,22.6367,283.65,59,97,10.35,LY,1647933580
441,pimenta bueno,-11.6725,-61.1936,294.29,98,78,0.88,BR,1647933580
442,erzin,36.9559,36.2,282.89,44,43,0.87,TR,1647933580
443,ayagoz,47.9714,80.4392,270.57,88,97,6.99,KZ,1647933581
444,joaquim nabuco,-8.6244,-35.5333,295.78,95,100,1.03,BR,1647933581
445,touros,-5.1989,-35.4608,298.21,90,100,2.78,BR,1647933581
446,mahina,-17.5065,-149.489,299.02,78,75,1.03,PF,1647933581
447,dalbandin,28.8947,64.4101,301.81,7,0,0.81,PK,1647933582
448,maneadero,31.7167,-116.5667,288.6,68,5,1.29,MX,1647933582
449,tabuk,17.4189,121.4443,304.86,58,64,1.28,PH,1647933582
450,jalingo,8.8833,11.3667,303.1,31,100,1.9,NG,1647933582
451,zhezkazgan,47.8043,67.7144,271.14,80,100,8,KZ,1647933583
452,altamira,-3.2033,-52.2064,295.27,100,100,1.4,BR,1647933583
453,barcelos,41.5388,-8.6151,285.33,85,99,2.58,PT,1647933583
454,la asuncion,11.0333,-63.8628,298,88,57,5.14,VE,1647933583
455,goderich,43.7501,-81.7165,274.77,69,99,3.6,CA,1647933584
456,karaton,-6.3424,106.1045,301.33,72,100,3.06,ID,1647933584
457,hofn,64.2539,-15.2082,280.17,100,100,4.19,IS,1647933584
458,coquimbo,-29.9533,-71.3436,287,94,0,2.06,CL,1647933584
459,twentynine palms,34.1356,-116.0542,293.74,21,20,1.34,US,1647933584
460,salas,43.4118,-6.2602,286.91,82,88,1.7,ES,1647933585
461,varhaug,58.6147,5.6457,278.09,90,54,1.58,NO,1647933585
462,tamandare,-8.7597,-35.1047,298.41,86,100,1.31,BR,1647933585
463,magadan,59.5667,150.8,269.56,95,100,4.52,RU,1647933585
464,jerome,42.7241,-114.5186,276.86,71,0,5.66,US,1647933586
465,chufarovo,54.0963,47.3367,272.11,84,75,4.2,RU,1647933586
466,kalangala,-0.3089,32.225,293.57,84,97,3.82,UG,1647933586
467,black forest,39.0131,-104.7008,270.29,65,100,9.26,US,1647933586
468,port hedland,-20.3167,118.5667,311.18,37,97,7.72,AU,1647933586
469,mount pleasant,32.7941,-79.8626,287.59,88,0,0,US,1647933587
470,madang,-5.2246,145.7966,302.1,73,100,2.99,PG,1647933587
471,gizo,-8.103,156.8419,302.64,68,99,1.94,SB,1647933587
472,urengoy,65.9667,78.3667,260.65,84,19,1.78,RU,1647933587
473,sainte-rose,16.3324,-61.6979,295.47,94,100,1.03,GP,1647933588
474,hakui,36.8833,136.7833,281.61,68,48,5.17,JP,1647933588
475,ponta delgada,37.7333,-25.6667,286.76,76,40,4.63,PT,1647933588
476,dromolaxia,34.8761,33.586,285.22,56,20,5.14,CY,1647933588
477,donzdorf,48.6854,9.8105,278.86,60,0,0.89,DE,1647933588
478,tianpeng,30.9866,103.9393,288.41,76,100,1.28,CN,1647933589
479,bocas del toro,9.3333,-82.25,298.13,79,82,2.34,PA,1647933589
480,gweta,-20.1833,25.2333,294.43,46,3,6.33,BW,1647933589
481,dong hoi,17.4833,106.6,300.68,79,66,4.47,VN,1647933023
482,kisangani,0.5167,25.2,295.71,92,100,1.95,CD,1647933590
483,zeya,53.75,127.2667,273.02,63,100,4.19,RU,1647933590
484,oranjemund,-28.55,16.4333,290.48,93,100,4.1,NA,1647933590
485,guerrero negro,27.9769,-114.0611,287.31,86,0,3.69,MX,1647933591
486,auki,-8.7676,160.7034,300.44,79,82,1.1,SB,1647933591
487,canto do buriti,-8.11,-42.9444,295.49,80,97,1.32,BR,1647933591
488,mae hong son,19.3003,97.9685,306.23,49,75,1.03,TH,1647933495
489,katsuura,35.1333,140.3,276.16,98,100,12.43,JP,1647933368
490,mao,39.8885,4.2658,285.46,66,40,7.72,ES,1647933592
491,vestmanna,62.1564,-7.1664,279.66,81,75,3.6,FO,1647933592
492,isla mujeres,21.2311,-86.731,299.18,74,0,6.79,MX,1647933592
493,litovko,49.2361,135.1742,272.19,84,98,5.92,RU,1647933593
494,mamallapuram,12.6264,80.1722,310.18,54,79,4.53,IN,1647933593
495,kalmunai,7.4167,81.8167,303.32,68,12,2.94,LK,1647933593
496,zyryanovsk,49.7386,84.2719,270.44,91,100,0.48,KZ,1647933594
497,sheltozero,61.3667,35.3667,273.48,95,9,2.63,RU,1647933594
498,ecoporanga,-18.3733,-40.8306,294.52,92,100,2.06,BR,1647933594
499,goure,13.9835,10.2704,302.6,13,12,2.4,NE,1647933594
500,itoman,26.1247,127.6694,294.58,85,75,8.23,JP,1647933595
501,kansanshi,-12.0951,26.4273,290.91,92,100,2.65,ZM,1647933595
502,el prat de llobregat,41.3278,2.0947,284.9,78,75,6.17,ES,1647933595
503,aswan,24.0934,32.907,292.42,34,0,8.07,EG,1647933595
504,severodvinsk,64.5635,39.8302,274.21,86,38,5.28,RU,1647933596
505,homer,59.6425,-151.5483,274.15,50,47,6.26,US,1647933596
506,helong,42.5397,128.9972,277.53,41,0,3.07,CN,1647933596
507,salto,-31.3833,-57.9667,294.75,73,100,4.02,UY,1647933596
508,blagoyevo,63.3667,47.9167,274.08,92,100,4.76,RU,1647933597
509,la macarena,2.1837,-73.7849,294.65,99,100,0.65,CO,1647933597
510,rakaia,-43.75,172.0167,290.58,57,100,2.68,NZ,1647933579
511,nanakuli,21.3906,-158.1547,298.12,73,40,3.09,US,1647933597
512,aguimes,27.9054,-15.4461,288.5,72,75,3.6,ES,1647933597
513,huntington,38.4193,-82.4452,286.1,70,0,1.34,US,1647933421
514,chumikan,54.7183,135.315,271.94,67,68,6.3,RU,1647933598
515,tarrafal,15.2833,-23.7667,293.59,75,25,8.4,CV,1647933598
516,bourail,-21.5667,165.4833,297.55,79,100,2.94,NC,1647933599
517,guadalupe y calvo,26.1,-106.9667,272.18,50,0,1.94,MX,1647933599
518,east wenatchee bench,47.4257,-120.2812,282.69,75,100,3.09,US,1647933599
519,gimli,50.6336,-96.9907,273.16,100,100,2.57,CA,1647933599
520,nizhneangarsk,55.7833,109.55,267.15,82,100,2.2,RU,1647933599
521,alausi,-2.2,-78.8333,282.47,92,96,1.76,EC,1647933600
522,luau,-10.7073,22.2247,292.32,87,100,1.83,AO,1647933600
523,kichha,28.9167,79.5,310.14,9,0,1.01,IN,1647933600
524,keetmanshoop,-26.5833,18.1333,300.19,33,3,8.1,NA,1647933600
525,paris,48.8534,2.3488,282.65,70,0,2.06,FR,1647933567
526,penzance,50.1186,-5.5371,283.53,92,73,7.44,GB,1647933601
527,malabog,13.1738,123.6865,302.69,68,62,2.77,PH,1647933601
528,greenville,35.6127,-77.3663,283.17,78,0,2.06,US,1647933601
529,lafiagi,8.8667,5.4167,301.34,70,100,3.49,NG,1647933602
530,mandalgovi,45.7625,106.2708,275,24,5,7.92,MN,1647933602
531,ishigaki,24.3448,124.1572,294.22,94,75,6.69,JP,1647933532
532,churapcha,62.0025,132.4325,264.41,77,95,5.35,RU,1647933602
533,taoudenni,22.6783,-3.9836,293.42,25,0,4.29,ML,1647933603
534,bacalar,18.6667,-88.3833,296.55,89,7,2.38,MX,1647933603
535,larsnes,62.2028,5.5773,279.51,75,100,2.29,NO,1647933603
536,huntsville,34.7304,-86.5861,291.29,38,40,5.66,US,1647933603
537,goundam,16.4145,-3.6708,296.24,13,6,5.29,ML,1647933604
538,roald,62.5833,6.1333,279.68,86,20,1.54,NO,1647933604
539,howard springs,-12.497,131.047,301.1,64,100,4.2,AU,1647933604
540,maniitsoq,65.4167,-52.9,256.74,79,100,2.16,GL,1647933605
541,lalin,42.7167,-8.1167,282.18,91,100,1.66,ES,1647933605
542,dryden,49.7833,-92.7503,273.31,47,100,7.72,CA,1647933605
543,aden,12.7794,45.0367,299.47,70,95,7.05,YE,1647933605
544,hemer,51.3833,7.7667,284.64,63,0,2.06,DE,1647933606
545,akureyri,65.6835,-18.0878,273.11,93,75,1.03,IS,1647933606
546,zsambok,47.5438,19.6105,281.55,48,0,1.67,HU,1647933606
547,ilo,-17.6394,-71.3375,293.36,83,100,1.84,PE,1647933607
548,north bend,43.4065,-124.2243,285.33,100,100,0,US,1647933607
549,beaverlodge,55.2166,-119.4361,272.79,85,100,2.78,CA,1647933607
550,vanavara,60.34,102.2797,269.25,81,100,4.64,RU,1647933607
551,warwick,41.7001,-71.4162,279.87,55,0,3.09,US,1647933608
552,nadvoitsy,63.8667,34.3167,273.55,96,34,2.65,RU,1647933608
553,oistins,13.0667,-59.5333,298.2,78,40,7.72,BB,1647933608
554,dudinka,69.4058,86.1778,255,89,100,1.46,RU,1647933608
555,laela,-8.5667,32.05,292.2,87,97,1.28,TZ,1647933608
556,gouyave,12.1646,-61.7296,297.58,83,20,3.6,GD,1647933609
557,quatre cocos,-20.2078,57.7625,303.76,73,28,3.82,MU,1647933609
558,shizunai,42.3339,142.3669,276.2,71,34,8.3,JP,1647933609
559,tallahassee,30.4383,-84.2807,290.42,77,0,3.6,US,1647933609
560,bermeo,43.4209,-2.7215,286.75,69,90,8.03,ES,1647933610
561,bandarbeyla,9.4942,50.8122,300.39,62,2,2.76,SO,1647933610
562,aloleng,16.1307,119.7824,303.27,67,28,6.13,PH,1647933610
563,tombouctou,20,-3,291.48,22,0,4.92,ML,1647933610
564,rosario,-32.9468,-60.6393,292.1,95,0,3.09,AR,1647933611
565,joniskis,56.2403,23.6153,279.66,60,0,1.61,LT,1647933611
566,pangoa,-12.1167,-73,292.26,99,100,1.01,PE,1647933611
567,chicama,-7.8447,-79.1469,294.63,80,99,2.41,PE,1647933611
